Scholar ID,Gender,Black or African American,Hispanic or Latinx,Native Hawaiian or Pacific Islander,Asian,American Indian or Alaska Native,White,Family Income,Family Size,Federal Poverty Level Percentage,First Generation College Student,High School,High School Graduation Year,HS Unweighted GPA,HS Weighted GPA,Class Rank,Class Size,SAT Math,SAT Critical Reading,SAT Total,Scholar Status,Scholar Secondary Status,Last Renewal Date,Cohort,SA Cohort,Completed SA as Junior,Completed SA as Senior,# SA Cohorts,SA Chemistry,SA Computer Science,Scholar College,College Forbes Ranking,College Forbes Ranking 2018,Intended Major,Intended Major STEM?,College Graduation Year,# Years of College,# of College Terms,Current Major,Current Major Category,Current Major STEM?,Reported Total GPA,GPA - Freshman Year,GPA - Sophomore Year,GPA - Junior Year,GPA - Senior Year,GPA - Super Senior,College Degree Earned Type,Estimated Student Loans at Graduation,6 Months Post College: Employment Status,6 Months Post College: Graduate School
a017000001JTPF1,Female,1,0,0,0,0,0,0,,0,1,Martin Luther King High School,2014,,3.5,,,300,200,870,Scholar Alumni,,2018 Spring,2014,2014,1,1,2,0,0,California Baptist University,651,651,"BIOLOGICAL AND BIOMEDICAL SCIENCES.: Biology/Biological Sciences, General.",1,2018,4,10,Early Childhood Studies,Education,0,3.58,,,,,,B.A.,"20,000-29,999",,
a017000001JTPEV,Female,1,0,0,0,0,0,49318,3,237,0,Harbor Teacher Preparation Academy,2014,,3.51,,,530,530,1690,Scholar Alumni,,2018 Spring,2014,2014,1,1,2,0,0,"California State University, Dominguez Hills",651,651,EDUCATION.: Mathematics Teacher Education.,0,2018,4,6,Mathematics Education,Education,0,3.33,,,,,,B.S.,No Student Loans,,
a017000001JTPAx,Male,1,0,0,0,0,0,65000,4,259,0,Gardena High School,2013,,3.6,,,510,680,1780,Current Scholar,,2018 Fall,2013,,0,0,0,0,0,"California State University, Dominguez Hills",651,651,ENGINEERING.: Biomedical/Medical Engineering.,1,2021,8,5,Computer Science,Computer Science,1,3.26,,,,,,,,,
a017000001JTPEg,Female,1,0,0,0,0,0,15000,2,91,0,Lawndale High School,2014,,3.8,,,530,460,1420,Current Scholar,Community College,2019 Fall,2014,2014,1,1,2,0,0,City College of San Francisco,651,651,HISTORY.: History.,0,2022,8,10,Cognitive Psychology and Psycholinguistics.,Psychology,0,2.08,,,,,,,,,
a013900001WTX3C,Female,1,0,0,0,0,0,43000,5,146,1,Culver City High School,2016,3.6,3.67,,,490,490,1390,Current Scholar,,2019 Spring,2016,2016,1,1,2,0,0,Clark Atlanta University,651,651,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.: Business Administration, Management and Operations.",0,2020,4,5,"Business Administration, Management and Operations.",Business,0,3.13,,,,,,,,,
a013900001WSyNo,Male,0,1,0,0,0,0,66917,6,198,1,Verbum Dei High School,2016,3.15,3.25,,,450,420,1300,Current Scholar,,2019 Spring,2016,2016,0,1,1,0,0,Concordia University-Irvine,651,651,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.: Marketing/Marketing Management, General.",0,2021 W,4.5,4,Marketing.,Business,0,3,,,,,,,,,
a017000001QDC4S,Male,1,0,0,0,0,0,94819,4,378,1,Loyola High School,2015,,3.1,,303,520,520,1630,Current Scholar,Community College,2019 Spring,2015,,1,0,1,0,0,Cypress College,651,651,SOCIAL SCIENCES.: International Relations and Affairs.,0,2020,5,8,"Nursing/Registered Nurse (RN, ASN, BSN, MSN).",Health Professions,1,2.57,,,,,,,,,
a017000001JTP3y,Female,0,0,1,1,0,0,11837,4,47,1,Downtown Magnets High School,2012,,4.35,,,500,400,1340,Scholar Alumni,,2014 Fall,2012,,0,0,0,0,0,Daemen College,651,651,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.: Accounting and Related Services.",0,2016 W,3.5,10,Asian and Middle Eastern Studies,Area Studies,0,3.58,3.51,3.567,3.48,,,B.S.,,,
a013900001c2j2J,Male,0,1,0,0,0,0,25000,6,74,1,Middle College High School at Durham Technical Community College,2018,3.82,4.62,10,72,,,,Current Scholar,Summer Academy,2019 Fall,2018,,0,1,1,0,0,Delaware State University,651,651,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,1,2022,4,2,Computer Science.,Computer Science,1,3.57,,,,,,,,,
a017000001JTOoG,Male,0,1,0,0,0,0,45000,3,217,1,Alliance Marc and Eva Stern Math and Science School,2013,,4.34,,,730,640,2060,Current Scholar,Community College,2019 Spring,2013,2013,0,1,1,0,0,East Los Angeles College,651,651,ENGINEERING.: Computer Engineering.,1,2022,9,7,Computer Engineering.,Engineering,1,4,0.96,0,,,,,,,
a013900001WSyXI,Male,0,1,0,0,0,0,52000,2,316,1,Crenshaw High School,2016,3.286,3.586,14,182,800,650,2040,Current Scholar,Community College,2019 Spring,2016,2016,0,1,1,0,1,El Camino College,651,651,ENGINEERING.: Computer Engineering.,1,2022,6,6,Film/Cinema/Video Studies.,Visual and Performing Arts,0,2.5,,,,,,,,,
a013900001YJJRt,Male,1,0,0,0,0,0,0,3,0,1,California Academy Of Mathematics And Science,2018,3.8,4.05,,164,720,660,1380,Current Scholar,Summer Academy,2019 Fall,2018,2017,1,1,2,0,1,Franklin W Olin College of Engineering,651,651,ENGINEERING.,1,2022,4,2,Electrical and Electronics Engineering,Engineering,1,3.1,,,,,,,,,
a017000001Q8JGn,Female,1,0,0,0,0,0,0,4,0,1,Foshay Learning Center,2015,,3.81,24,178,580,530,1670,Current Scholar,Community College,2019 Fall,2015,,0,0,0,0,0,Glendale Community College,651,651,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.: Business Economics",0,2021,6,11,Accounting and Finance.,Business,0,3.76,,,,,,,,,
a017000001PslIy,Male,0,1,0,0,0,0,39630,5,135,1,Thomas Jefferson High School,2015,,3.889,12,226,380,560,1540,Current Scholar,Community College,2019 Fall,2015,2015,1,1,2,0,0,Glendale Community College,651,651,ENGLISH LANGUAGE AND LITERATURE/LETTERS.: English Language and Literature.,0,2022 W,6.5,8,Counseling Psychology.,Psychology,0,3.84,,,,,,,,,
a017000001JTPEe,Male,0,1,0,0,0,1,54542,3,262,1,Harbor Teacher Preparation Academy,2014,,4,,,620,590,1820,Current Scholar,Did Not Renew,2019 Spring,2014,2014,1,1,2,1,0,Los Angeles Harbor College,651,651,UNDECLARED.: Undeclared.,0,2020,6,7,Applied Psychology.,Psychology,0,3.89,,,,,,,,,
a017000001JTOoD,Male,0,1,0,0,0,0,0,4,0,1,San Pedro High School,2013,,3.6,,,480,520,1550,Scholar Alumni,Did Not Renew,2016 Spring,2013,2013,0,1,1,0,0,Los Angeles Harbor College,651,651,SOCIAL SCIENCES.: Anthropology.,0,2017,4,8,Sociology,Social Sciences,0,3.02,2.94,3.43,,,,,,,
a013900001Ukxm8,Female,0,1,0,0,0,0,29141,5,99,1,John C Fremont High School,2016,3.983,4.183,1,331,590,560,1740,Current Scholar,Community College,2019 Fall,2016,,0,0,0,0,0,Los Angeles Southwest College,651,651,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.: Business Administration, Management and Operations.",0,2020,4,5,Applied Mathematics.,Math and Stats,1,4,,,,,,,,,
a013900001WSyYL,Female,0,1,0,0,0,0,23953,5,81,1,Banning High School,2016,3.3,3.5,,,470,540,1610,Current Scholar,Break/Suspension,2019 Spring,2016,,0,0,0,0,0,Marymount California University,651,651,HEALTH PROFESSIONS AND RELATED PROGRAMS.: Public Health.,0,2021,5,5,Social Work.,Public Administration and Social Services,0,0,,,,,,,,,
a017000001JTP3v,Female,1,0,0,0,0,0,9720,2,59,0,Los Angeles Center Enriched Studies,2012,,3.89,,,510,470,1490,Scholar Alumni,,2015 Spring,2012,,0,0,0,0,0,Notre Dame de Namur University,651,651,BIOLOGICAL AND BIOMEDICAL SCIENCES.: Biochemistry.,1,2016,4,8,French,Foreign Language/Linguistics,0,2.83,3.06,2.836,2.393,,,B.S.,"Less than 5,000","Employed, full-time",Eventually
a017000001JTOp5,Male,1,0,0,0,0,0,13684,3,66,1,,2014,,3.617,,,,,,Current Scholar,,2019 Spring,2014,2014,0,1,1,0,0,Ohio State University-Newark Campus,651,651,"BIOLOGICAL AND BIOMEDICAL SCIENCES.: Biology/Biological Sciences, General.",1,2019,5,9,Public Health Education and Promotion.,Health Professions,0,2.9,,,,,,,,,
a017000001JTOok,Male,1,0,0,0,0,0,40000,3,192,1,Leuzinger High School,2014,,3.8,,,440,580,1550,Scholar Alumni,Did Not Renew,2018 Spring,2014,2014,0,1,1,0,0,Santa Monica College,651,651,"BIOLOGICAL AND BIOMEDICAL SCIENCES.: Biology/Biological Sciences, General.",1,2018,4,5,Civil Engineering; Communications,Engineering,1,3.92,,,,,,,,,
a017000001ON2As,Male,0,0,0,0,0,0,13942,3,67,1,Ojai Valley School,2014,2.93,3.11,,,,,1650,Current Scholar,Did Not Renew,2017 Fall,2014,,0,0,0,0,0,Santa Monica College,651,651,SOCIAL SCIENCES.: Political Science and Government.,0,2018,4,7,Political Science,Social Sciences,0,3.26,,,,,,,,,
a013900001WSyHy,Female,0,0,0,0,0,0,12000,3,58,1,Granada Hills High School,2016,3.071,3.071,,,520,540,1610,Current Scholar,Did Not Renew,2017 Fall,2016,,1,0,1,0,0,Santa Monica College,651,651,PSYCHOLOGY.: Psychology.,0,2018 W,1.5,1,political science,Social Sciences,0,2.5,,,,,,,,,
a017000001QCg3m,Female,1,0,0,0,0,0,61917,2,376,1,Juan Rodriguez Cabrillo Hs,2015,,3.96,,,640,540,1730,Scholar Alumni,,2019 Spring,2015,,1,0,1,0,0,Tuskegee University,648,651,ENGINEERING.: Electrical and Electronics Engineering.,1,2019,4,7,Electrical Engineering,Engineering,1,3.26,,,,,,B.S.,"10,000-19,999",,
a013900001WSyNZ,Female,0,1,0,0,0,0,48658,4,194,1,Granada Hills High School,2016,3.51,3.837,0,999,540,450,1490,Current Scholar,,2019 Fall,2016,2016,1,1,2,1,0,University of California-Merced,651,651,"BIOLOGICAL AND BIOMEDICAL SCIENCES.: Biology/Biological Sciences, General.",1,2020 W,3.5,7,School of Natural Science,Biology,1,3.26,,,,,,,,,
a013900001c2jv1,Male,0,0,0,1,0,0,0,,0,1,Loyola High School,2018,3.65,4.014,,,730,600,1330,Current Scholar,Summer Academy,2019 Fall,2018,,0,1,1,1,0,University of California-Merced,651,651,MULTI/INTERDISCIPLINARY STUDIES.: Biological and Physical Sciences,1,2022,4,2,Computer Science.,Computer Science,1,4,,,,,,,,,
a013900001WTX1p,Male,0,1,0,0,0,0,23835,6,71,1,Alliance Judy Ivie Burton Technology High School,2016,3.55,3.92,9,133,680,550,1680,Current Scholar,,2019 Spring,2016,2016,1,1,2,0,1,University of California-Merced,651,651,ENGINEERING.: Mechanical Engineering.,1,2020 W,3.5,4,Mechanical Engineering.,Engineering,1,2.3,,,,,,,,,
a013900001XQcVh,Male,1,0,0,0,0,0,36735,6,109,1,Verbum Dei High School,2017,2.81,2.92,,,630,660,1290,Current Scholar,,2019 Fall,2017,2017,1,1,2,0,0,University of California-Merced,651,651,MATHEMATICS AND STATISTICS.: Applied Mathematics.,1,2021,4,4,Applied Mathematics.,Math and Stats,1,2.07,,,,,,,,,
a017000001JTPAy,Male,1,0,0,0,0,0,30000,2,182,0,Gretchen Whitney High School,2013,,3.54,,,520,580,1700,Scholar Alumni,,2016 Fall,2013,,0,0,0,0,0,University of California-Merced,651,651,SOCIAL SCIENCES.: Political Science and Government.,0,2016 W,2.5,7,Political Science,Social Sciences,0,3.56,3.675,3.41,,,,B.A.,,,
a017000001JTOp3,Female,0,1,0,0,0,0,35263,6,105,1,Granada Hills High School,2014,,3.888,,,620,610,1890,Current Scholar,,2019 Spring,2014,2014,0,1,1,0,0,University of California-Merced,651,651,SOCIAL SCIENCES.: Political Science and Government.,0,2019,5,9,Political Science and Government.,Social Sciences,0,3.21,3.594,,,,,,,,
a013900001cVXRL,Male,0,1,0,0,0,0,25216,5,86,1,Cathedral High School,2019,3.61,4.26,,190,,,,Current Scholar,Summer Academy,2019 Fall,2019,2018,1,1,2,0,0,University of California-Merced,651,651,,0,,,,,,,,,,,,,,,,
a017000001JTOnA,Female,0,1,0,0,0,0,94518,6,280,0,King Drew Magnet High School Of Medicine & Science,2012,,4,,,410,420,1340,Current Scholar,Did Not Renew,2016 Spring,2012,2012,0,1,1,0,0,West Coast University,651,651,PSYCHOLOGY.: Psychology.,0,2018 W,5.5,13,Nursing,Health Professions,1,3.4,2.69,2.63,2.69,,,,,,
a017000001JTPBi,Female,1,0,0,0,0,0,13598,6,40,1,Dr. Olga Mohan High School,2013,,3.51,,,570,650,1920,Scholar Alumni,Did Not Renew,2014 Spring,2013,2013,0,0,0,0,0,West Los Angeles College,651,651,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.: Finance and Financial Management Services.",0,2018,5,6,Finance,Business,0,3,2.33,0,,,,,,,
a013900001cVXbG,Male,0,0,1,1,0,0,34897,3,168,1,Eagle Rock High School,2019,3.83,4.03,43,431,,,1200,Current Scholar,Summer Academy,2019 Fall,2019,2018,1,1,2,0,0,Woodbury University,651,651,,0,,,,,,,,,,,,,,,,
a017000001JTOoF,Female,1,0,0,0,0,0,8443,3,41,1,St. Mary's Academy,2013,,3.6,,,510,590,1700,Scholar Alumni,,2018 Spring,2013,2013,0,1,1,0,0,Boise State University,628,627,HEALTH PROFESSIONS AND RELATED PROGRAMS.: Athletic Training/Trainer.,1,2018,5,9,Psychology; Health Sciences,Psychology,0,3.2,2.762,3.036,,,,,,,
a013900001c2j7L,Female,1,0,0,0,0,0,29057,5,99,1,Boston Latin Academy,2015,,0,,,530,470,1420,Scholar Alumni,,2019 Spring,2015,2015,0,1,1,0,0,University of Massachusetts Boston,551,573,BIOLOGICAL AND BIOMEDICAL SCIENCES.: Other,1,2019,4,5,Biology,Biology,1,3.29,,,,,,B.S.,No Student Loans,,
a013900001c2j3N,Female,1,0,0,0,0,0,56170,4,224,1,Brookline High,2014,,0,,,490,550,1550,Scholar Alumni,,2019 Spring,2014,2014,0,1,1,0,0,University of Massachusetts Boston,551,573,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.: Business Administration, Management and Operations.",0,2019,5,4,"Anthropology, Social Psychology",Psychology,0,3.01,,,,,,B.A.,"More than 30,000",,
a013900001c2j6e,Female,0,0,0,1,0,0,93921,7,247,1,Fenway High School,2015,,0,,,610,490,1600,Current Scholar,,2019 Fall,2015,2015,0,1,1,0,0,University of Massachusetts Boston,551,573,HEALTH PROFESSIONS AND RELATED PROGRAMS.: Pre-Medicine/Pre-Medical Studies.,1,2020,5,4,Psychology,Psychology,0,3.55,,,,,,,,,
a017000001P6W3y,Male,0,1,0,0,0,0,98828,5,336,0,Granada Hills High School,2014,,3.77,,,570,520,1640,Scholar Alumni,,2018 Spring,2014,,1,0,1,0,0,Mount Saint Mary's University (CA),546,559,HEALTH PROFESSIONS AND RELATED PROGRAMS.: Nursing Science.,1,2018 Winter,3.5,7,Nursing,Health Professions,1,3.34,3.653,,,,,B.S.,"More than 30,000",,
a017000001Pb92E,Female,0,1,0,0,0,0,33228,4,132,1,Dr. Olga Mohan High School,2015,,3.62,6,102,570,520,1640,Current Scholar,,2019 Spring,2015,2015,1,1,2,1,0,Mount Saint Mary's University (CA),546,559,HEALTH PROFESSIONS AND RELATED PROGRAMS.: Nursing Science.,1,2020,5,7,"Nursing/Registered Nurse (RN, ASN, BSN, MSN).",Health Professions,1,3.37,,,,,,,,,
a017000001Q8JE8,Female,0,1,0,0,0,0,54010,3,260,0,St. Mary's Academy,2015,,3.95,,,,,,Scholar Alumni,,2019 Spring,2015,,1,0,1,0,0,Mount Saint Mary's University (CA),546,559,"BIOLOGICAL AND BIOMEDICAL SCIENCES.: Biology/Biological Sciences, General.",1,2019,4,7,Psychology,Psychology,0,3.14,,,,,,B.A.,"20,000-29,999",,
a017000001JTPAr,Female,0,1,0,0,0,0,36417,5,124,1,La Serna High School,2013,,3.66,,,520,620,1720,Scholar Alumni,,2017 Spring,2013,,0,0,0,0,0,Mount Saint Mary's University (CA),546,559,HEALTH PROFESSIONS AND RELATED PROGRAMS.: Nursing Science.,1,2017,4,7,Psychology with an emphasis in Clinical/ Counseling,Psychology,0,3.49,3,3.86,,,,B.A.,,,
a017000001Q7OEo,Female,1,0,0,0,0,0,19213,2,117,0,Rancho Dominguez Preparatory School,2015,,3.571,24,189,420,460,1420,Current Scholar,,2019 Spring,2015,2015,1,1,2,0,0,Mount Saint Mary's University (CA),546,559,PSYCHOLOGY.: Psychology.,0,2019,4,8,Music.,Visual and Performing Arts,0,3.6,,,,,,,,,
a013900001c2jvk,Female,0,1,0,0,0,0,63060,,124,1,Saint Mary's Academy,2018,3.86,4.14,,55,520,650,1170,Current Scholar,Summer Academy,2019 Spring,2018,,0,1,1,0,0,Mount Saint Mary's University (CA),546,559,MULTI/INTERDISCIPLINARY STUDIES.: Human Biology.,1,2022,4,1,"Biology/Biological Sciences, General.",Biology,1,3.17,,,,,,,,,
a017000001JTPEf,Female,0,0,0,0,0,1,17000,4,68,1,Middle College High School,2014,,4,,,580,630,1770,Scholar Alumni,,2018 Spring,2014,2014,1,1,2,1,0,Otterbein University,492,555,BIOLOGICAL AND BIOMEDICAL SCIENCES.: Zoology/Animal Biology.,1,2018,4,7,Zoo and Conservation Sceince,Biology,1,3.51,,,,,,,,,
a017000001Q8JFu,Female,1,0,0,0,0,0,119860,4,478,0,St. Mary's Academy,2015,,4.14,,,560,530,1620,Current Scholar,,2019 Spring,2015,2015,0,1,1,1,0,Fisk University,605,537,"BIOLOGICAL AND BIOMEDICAL SCIENCES.: Biology/Biological Sciences, General.",1,2019,4,9,Liberal Arts and Sciences/Liberal Studies.,Liberal Arts,0,3.48,,,,,,,,,
a013900001YKFZV,Male,0,1,0,0,0,1,66963,6,198,1,Port of Los Angeles High School,2018,3.25,3.55,29,219,630,640,1270,Current Scholar,Summer Academy,2019 Fall,2018,2017,1,1,2,0,1,University of La Verne,465,502,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,1,2022,4,1,Computer Science.,Computer Science,1,1.91,,,,,,,,,
a017000001Q8JHR,Female,0,0,0,1,0,0,32241,3,155,0,Granada Hills High School,2015,,3.718,,,660,500,1650,Scholar Alumni,,2019 Spring,2015,,0,0,0,0,0,"California State University, Northridge",478,469,BIOLOGICAL AND BIOMEDICAL SCIENCES.: Molecular Biology.,1,2019,4,8,General Biology,Biology,1,3.27,,,,,,B.A.,No Student Loans,,
a013900001XRaZt,Female,1,0,0,0,0,0,14914,3,72,0,St. Mary's Academy,2017,3.3,3.56,,,570,670,1240,Current Scholar,Did Not Renew,2018 Spring,2017,,0,0,0,0,0,Howard University,453,455,"BIOLOGICAL AND BIOMEDICAL SCIENCES.: Biology/Biological Sciences, General.",1,2021,4,1,Biology,Biology,1,1.71,,,,,,,,,
a013900001c2j1N,Male,0,1,0,0,0,0,64501,6,191,1,Lynn Vocational Technical Institute,2018,3.8,4,4,228,,,,Current Scholar,,2019 Fall,2018,,0,0,0,0,0,University of Massachusetts Lowell,418,437,ENGINEERING.: Electrical and Electronics Engineering,1,2022,4,2,Electrical and Electronics Engineering,Engineering,1,2.79,,,,,,,,,
a017000001Q8JCq,Female,0,1,0,0,0,0,46861,5,159,1,Aspire Pacific Academy High School,2015,,4.54,,,460,500,1390,Current Scholar,,2019 Spring,2015,,1,0,1,0,0,Whittier College,331,436,SOCIAL SCIENCES.: Sociology.,0,2019,4,8,Biology,Biology,1,2.85,,,,,,,,,
a017000001JTPEY,Female,0,1,0,0,0,0,43358,6,129,1,Camino Nuevo No.2,2014,,3.9,,,490,380,1290,Current Scholar,Did Not Renew,2019 Fall,2014,2014,1,1,2,0,0,Whittier College,331,436,PSYCHOLOGY.: Psychology.,0,2018,4,10,Child Development,Family and Consumer Sciences,0,2.64,,,,,,,,,
a017000001JTOnK,Male,0,1,0,0,0,0,0,1,0,1,Bright Star Secondary Charter Academy,2012,,3.57,,,510,400,1300,Scholar Alumni,,2016 Spring,2012,2012,0,1,1,0,0,San Francisco State University,463,433,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.: Business Administration, Management and Operations.",0,2016,4,8,Business Administration (Finance),Business,0,2.65,2.77,2.74,2.4,,,B.S.,,,
a017000001JTPAj,Male,1,0,0,0,0,0,53853,4,215,1,King Drew Magnet High School Of Medicine & Science,2013,,3.53,,,,,,Scholar Alumni,,2017 Spring,2013,,0,0,0,0,0,George Fox University,374,417,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.: Business Administration, Management and Operations.",0,2017,4,9,Business,Business,0,3.12,2.75,2.8,,,,B.A.,,,
a017000001JTPEN,Female,0,1,0,0,0,0,19528,4,78,1,Harbor Teacher Preparation Academy,2013,,3.56,,,610,490,1670,Scholar Alumni,,2015 Spring,2013,2013,1,1,2,0,0,George Fox University,374,417,PSYCHOLOGY.: Psychology.,0,2016 W,2.5,6,Technology and Information Management,Business,0,3.4,3.812,3.672,,,,B.A.,,,
a013900001YtOLg,Female,1,0,0,0,0,0,15000,2,91,1,North High School,2017,3.429,3.704,,35,400,520,920,Current Scholar,,2019 Fall,2017,2017,1,1,2,0,0,George Fox University,374,417,HEALTH PROFESSIONS AND RELATED PROGRAMS.: Nurse Anesthetist.,1,2021,4,4,Elementary Education and Teaching.,Education,0,3.21,,,,,,,,,
a013900001YxFS2,Female,1,0,0,0,0,0,25000,5,85,0,Math and Science College Preparatory,2017,3.6,3.91,16,97,550,500,1050,Current Scholar,,2019 Spring,2017,2017,1,1,2,1,0,George Fox University,374,417,BIOLOGICAL AND BIOMEDICAL SCIENCES.: Biochemistry.,1,2021,4,3,Clinical Child Psychology.,Psychology,1,1.9,,,,,,,,,
a017000001JTP4b,Female,0,0,0,0,0,0,132000,4,526,0,Bishop Montgomery High School,2012,,4.18,,,540,510,1560,Scholar Alumni,,2016 Spring,2012,,0,0,0,0,0,George Fox University,374,417,PSYCHOLOGY.: Psychology.,0,2016,4,7,Psychology,Psychology,0,3.4,3.541,3.51,2.8,,,B.A.,,,
a017000001JTOo9,Male,0,0,0,0,0,0,70203,3,338,1,Verbum Dei High School,2013,,3.4,,,470,480,1400,Scholar Alumni,,2017 Spring,2013,2013,0,1,1,0,0,George Fox University,374,417,HEALTH PROFESSIONS AND RELATED PROGRAMS.: Kinesiotherapy/Kinesiotherapist.,1,2017,4,7,Social Work,Public Administration and Social Services,0,3,2.527,2.96,,,,B.S.,"More than 30,000",,
a017000001Q8JF1,Male,0,0,0,0,0,0,71658,3,345,0,Long Beach Polytechnical High School,2015,,3.43,,,590,600,1710,Current Scholar,Did Not Renew,2017 Fall,2015,,1,0,1,0,0,George Fox University,374,417,ENGINEERING.: Mechanical Engineering.,1,2019,4,4,Sociology,Social Sciences,0,2.69,,,,,,,,,
a013900001WSyXX,Male,0,1,0,0,0,0,22000,6,65,1,Verbum Dei High School,2016,3.09,3.3,,,480,440,1320,Current Scholar,,2019 Spring,2016,2016,1,1,2,0,0,St. John's University (NY),217,402,"BIOLOGICAL AND BIOMEDICAL SCIENCES.: Biology/Biological Sciences, General.",1,2020,4,5,"Biology/Biological Sciences, General.",Biology,1,2.8,,,,,,,,,
a017000001QDC3y,Female,1,0,0,0,0,0,21000,2,128,1,Los Angeles Center Enriched Studies,2015,,3.1,163,228,,,,Current Scholar,,2019 Fall,2015,,1,0,1,0,0,Ohio Wesleyan University,408,399,HEALTH PROFESSIONS AND RELATED PROGRAMS.: Pre-Medicine/Pre-Medical Studies.,1,2019 W,3.5,9,Black World Studies,Psychology,0,2.7,,,,,,,,,
a017000001JTOou,Female,1,0,0,0,0,0,16401,3,79,1,Westchester High School,2014,,4.01,,,430,530,1470,Scholar Alumni,,2018 Spring,2014,2014,0,1,1,0,0,Azusa Pacific University,357,383,PSYCHOLOGY.: Psychology.,0,2018,4,7,Criminal Justice,Homeland Security/Law Enforcement,0,3.61,3.675,,,,,,,,
a013900001c2j9V,Female,1,0,0,0,0,0,0,3,0,1,Boston Latin Academy,2016,3,3.2,,,560,540,1600,Current Scholar,,2019 Spring,2016,2016,1,1,2,0,0,Simmons College,378,381,UNDECLARED.: Undeclared.,0,2020,4,5,Computer Science.,Computer Science,1,3.22,,,,,,,,,
a013900001c2j98,Female,1,0,0,0,0,0,10051,5,34,1,John D O'Bryant School Of Mathematics And Science,2016,3.7,4,,,570,530,1590,Current Scholar,,2019 Fall,2016,2016,1,1,2,0,0,Simmons College,378,381,HEALTH PROFESSIONS AND RELATED PROGRAMS.: Nursing Science.,1,2020,4,6,Adult Health Nurse/Nursing.,Health Professions,0,3.24,,,,,,,,,
a017000001JTPEc,Male,1,1,0,0,0,0,55745,6,165,0,Middle College High School,2014,,3.3,,,510,560,1580,Scholar Alumni,,2019 Spring,2014,2014,1,1,2,1,0,Rochester Institute of Technology,361,365,ENGINEERING.: Civil Engineering.,1,2019,5,9,Civil Engineering Technology,Engineering,1,3.68,,,,,,B.S.,"More than 30,000",,
a017000001Q8JI5,Female,1,0,0,0,0,0,51734,4,206,0,Lawndale High School,2015,,3.817,63,611,420,560,1460,Current Scholar,Community College,2018 Fall,2015,,1,0,1,0,0,"California State University, Chico",342,347,BIOLOGICAL AND BIOMEDICAL SCIENCES.: Exercise Physiology.,1,2019 W,3.5,6,Kinesiology and Exercise Science.,"Parks, Recreation, Fitness Studies",0,3.25,,,,,,,,,
a013900001WSy7s,Female,0,1,0,0,0,0,34012,6,101,1,Gertz Ressler High School,2016,3.43,3.65,11,118,,,,Current Scholar,,2019 Spring,2016,2016,1,1,2,0,0,"California State University, Chico",342,347,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.: Communication and Media Studies.",0,2020,4,5,Communication and Media Studies.,Communication/Journalism,0,2.72,,,,,,,,,
a013900001c2j2I,Male,0,1,0,0,0,0,36000,4,143,1,CE Jordan High School,2018,3.75,4.188,56,440,,,,Current Scholar,Summer Academy,2019 Spring,2018,,0,1,1,0,1,Appalachian State University,315,318,MULTI/INTERDISCIPLINARY STUDIES.: Human Biology.,1,2022,4,1,,,,3.94,,,,,,,,,
a013900001WSyUi,Female,1,0,0,0,0,0,18000,3,87,1,St. Mary's Academy,2016,3.6,4,,,370,480,1400,Current Scholar,,2019 Fall,2016,,0,0,0,0,0,"California State Polytechnic University, Pomona",349,301,ENGINEERING.: Civil Engineering.,1,2020,4,8,Political Science and Government.,Social Sciences,0,3.47,,,,,,,,,
a013900001YKFYX,Male,1,1,0,0,0,0,61000,5,207,1,Wallis Annenberg High School,2018,3.433,3.577,,,590,680,1270,Current Scholar,Summer Academy,2019 Fall,2018,2017,1,1,2,1,0,"California State Polytechnic University, Pomona",349,301,MULTI/INTERDISCIPLINARY STUDIES.: Human Biology.,1,2022,4,2,"Biology/Biological Sciences, General.",Biology,1,2.54,,,,,,,,,
a017000001JTPBM,Male,1,0,0,0,0,0,19892,2,121,0,California Academy Of Mathematics And Science,2014,,4.08,,,580,670,1760,Scholar Alumni,,2018 Spring,2014,,0,0,0,0,0,"California State Polytechnic University, Pomona",349,301,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.: Animal Sciences.",1,2018,4,11,Biotechnology,Biology,1,3.07,2.94,,,,,,,,
a013900001YKG8S,Female,0,1,0,0,0,0,17856,4,71,1,Lawndale High School,2018,3.576,3.97,47,561,570,560,1130,Current Scholar,,2019 Spring,2018,2017,1,0,1,0,0,"California State Polytechnic University, Pomona",349,301,Undecided,0,2022,4,1,Accounting and Business/Management.,Business,0,0.85,,,,,,,,,
