Scholar ID,Gender,Black or African American,Hispanic or Latinx,Native Hawaiian or Pacific Islander,Asian,American Indian or Alaska Native,White,Family Income,Family Size,Federal Poverty Level Percentage,First Generation College Student,High School,High School Graduation Year,HS Unweighted GPA,HS Weighted GPA,Class Rank,Class Size,SAT Math,SAT Critical Reading,SAT Total,Scholar Status,Scholar Secondary Status,Last Renewal Date,Cohort,SA Cohort,Completed SA as Junior,Completed SA as Senior,# SA Cohorts,SA Chemistry,SA Computer Science,Scholar College,College Forbes Ranking,College Forbes Ranking 2018,Intended Major,Intended Major STEM?,College Graduation Year,# Years of College,# of College Terms,Current Major,Current Major Category,Current Major STEM?,Reported Total GPA,GPA - Freshman Year,GPA - Sophomore Year,GPA - Junior Year,GPA - Senior Year,GPA - Super Senior,College Degree Earned Type,Estimated Student Loans at Graduation,6 Months Post College: Employment Status,6 Months Post College: Graduate School
a013900001XQdIm,Female,0,1,0,0,0,0,17918,4,71,1,Bell High School,2017,3.907,4.357,1,473,590,650,1240,Current Scholar,,2019 Spring,2017,2017,0,1,1,0,0,Dartmouth College,12,9,BIOLOGICAL AND BIOMEDICAL SCIENCES.: Microbiological Sciences and Immunology.,1,2021,4,5,Engineering Science.,Engineering,1,3.11,,,,,,,,,
a013900001c2j3L,Male,1,0,0,0,0,0,42209,5,143,1,Boston Latin School,2014,,0,,,680,640,1960,Scholar Alumni,,2017 Fall 2017 Fall,2014,2014,0,1,1,0,0,Dartmouth College,12,9,BIOLOGICAL AND BIOMEDICAL SCIENCES.: Other,1,2018,4,3,"Engineering Sciences, ,",Engineering,1,2.77,,,,,,,,"Employed, full-time",
a013900001c2j0o,Female,1,1,0,1,0,0,53000,5,180,0,John D O'Bryant School Of Mathematics And Science,2018,3.84,4.25,top 10%,,630,,1200,Current Scholar,,2019 Fall,2018,,0,0,0,0,0,Dartmouth College,12,9,Undecided,0,2022,4,2,History.,History,0,3.22,,,,,,,,,
a017000001Q7n3z,Female,1,0,0,0,0,0,52763,4,210,0,Alexander Hamilton High School Complex,2015,,4.333,24,659,650,680,2030,Current Scholar,,2019 Spring,2015,2015,0,1,1,1,0,Dartmouth College,12,9,ENGINEERING.: Engineering.,1,2019,4,9,Environmental Studies.,Natural Resources and Conservation,0,3.26,,,,,,,,,
a017000001Q8JHM,Male,1,0,0,0,0,0,197041,4,785,0,Palos Verdes High School,2015,,3.92,n/a,650,750,730,2170,Scholar Alumni,Did Not Renew,2018 Fall,2015,,0,0,0,0,0,Dartmouth College,12,9,HEALTH PROFESSIONS AND RELATED PROGRAMS.: Pre-Medicine/Pre-Medical Studies.,1,2019,4,4,Religion/Religious Studies.,Philosophy and Religious Studies,0,3.5,,,,,,,,,
a013900001c2j1m,Female,1,0,0,0,0,0,35877,5,122,1,John D O'Bryant School Of Mathematics And Science,2018,3.68,4.04,,,,,,Current Scholar,,2019 Spring,2018,,0,0,0,0,0,Dartmouth College,12,9,HEALTH PROFESSIONS AND RELATED PROGRAMS.: Public Health.,0,2022,4,1,Anthropology.,Social Sciences,0,3,,,,,,,,,
a017000001MEe31,Male,0,0,1,1,0,0,65640,4,262,0,Los Angeles Center Enriched Studies,2014,,4.77,,,800,690,2250,Scholar Alumni,,2018 Spring,2014,,0,0,0,0,0,Dartmouth College,12,9,SOCIAL SCIENCES.: Economics.,0,2018,4,10,Economics,Social Sciences,0,3.61,3.67,,,,,,,,
a013900001WVCFx,Male,0,1,0,0,0,0,42482,6,126,1,South Gate Senior High School,2016,3.795,4.095,10,597,650,610,1870,Current Scholar,,2019 Fall,2016,2016,0,1,1,0,0,Dartmouth College,12,9,SOCIAL SCIENCES.: Political Science and Government.,0,2020,4,7,Geography.,Social Sciences,0,3.53,,,,,,,,,
a017000001Q8JIF,Female,0,0,0,1,0,0,48030,4,191,1,John Marshall High School,2015,,4.56,16,586,670,620,2000,Scholar Alumni,,2019 Spring,2015,,0,0,0,0,0,Dartmouth College,12,9,"BIOLOGICAL AND BIOMEDICAL SCIENCES.: Biology/Biological Sciences, General.",1,2019,4,10,Government,Social Sciences,0,3.5,,,,,,B.A.,No Student Loans,,
a013900001c2j1S,Female,1,0,0,0,0,0,35095,7,92,1,New Mission High School,2018,4,4.86,2,80,,,,Current Scholar,,2019 Spring,2018,,0,0,0,0,0,Dartmouth College,12,9,SOCIAL SCIENCES.,0,2022,4,1,Political Science,Social Sciences,0,3.67,,,,,,,,,
a017000001JTOoB,Female,0,1,0,0,0,0,22500,4,90,1,Alexander Hamilton High School Complex,2013,,4.03,,,660,610,1930,Scholar Alumni,,2017 Spring,2013,2013,0,1,1,0,0,Dartmouth College,12,9,MATHEMATICS AND STATISTICS.: Mathematics.,1,2017,4,13,Sociology modified with Economics,Social Sciences,0,3.07,3,2.33,,,,B.A.,,,
a013900001c2j2o,Male,1,1,0,0,0,0,50845,3,245,1,MATCH Charter Public School,2017,3.9,4.4,2,40,680,,1290,Current Scholar,,2019 Spring,2017,,1,0,1,0,0,Dartmouth College,12,9,"BIOLOGICAL AND BIOMEDICAL SCIENCES.: Biology/Biological Sciences, General.",1,2021,4,4,Sociology.,Social Sciences,0,3.06,,,,,,,,,
a013900001c2j0a,Female,0,1,0,0,0,0,19242,4,77,1,Classical High,2018,3.89,4.32,8,381,,,,Current Scholar,Summer Academy,2019 Fall,2018,,0,1,1,0,1,Dartmouth College,12,9,PSYCHOLOGY.,0,2022,4,3,Sociology.,Social Sciences,0,3.63,,,,,,,,,
a013900001cTuHY,Male,1,0,0,0,0,0,44090,7,116,0,Brookline High School,2019,3.9,4.6,,,,,,Current Scholar,Summer Academy,2019 Fall,2019,2018,1,1,2,0,0,Dartmouth College,12,9,,0,,,,,,,,,,,,,,,,
a013900001cUbDM,Female,1,0,0,0,0,0,50132,4,200,1,Regis Jesuit High School Girls Division,2019,3.91,4.03,,,,,,Current Scholar,Summer Academy,2019 Fall,2019,2018,0,1,1,0,0,Dartmouth College,12,9,,0,,,,,,,,,,,,,,,,
a013900001c98Et,Female,0,1,0,0,0,0,16227,4,65,1,Chelsea High,2019,4,4.729,10,394,,,,Current Scholar,,2019 Fall,2019,2018,1,0,1,0,0,Dartmouth College,12,9,NATURAL RESOURCES AND CONSERVATION.,0,,,,,,,,,,,,,,,,
a013900001c98Hs,Female,0,1,0,0,0,0,54169,6,161,1,Lawndale High School,2019,3.946,4.594,1,547,,,1260,Current Scholar,Summer Academy,2019 Fall,2019,2018,1,1,2,0,0,Dartmouth College,12,9,SOCIAL SCIENCES.,0,,,,,,,,,,,,,,,,
a017000001JTOoM,Female,1,0,0,0,0,0,29127,3,140,1,Sherman Oaks Center Enriched Studies,2013,,4,,,,,,Scholar Alumni,,2017 Fall,2013,2013,0,1,1,0,0,Brown University,9,8,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.: African-American/Black Studies.",0,2017,4,7,Africana Studies,Area Studies,0,3.8,4,4,,,,B.A.,,,
a013900001WSyVq,Female,0,1,0,0,0,1,21593,6,64,1,Wallis Annenberg High School,2016,3.95,4.29,,,700,570,1840,Current Scholar,,2019 Spring,2016,,1,0,1,0,0,Brown University,9,8,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.: Communication and Media Studies.",0,2020 W,3.5,5,American Studies,Area Studies,0,3.7,,,,,,,,,
a017000001JTOoH,Female,0,1,0,0,0,0,29582,4,118,1,California Academy Of Mathematics And Science,2013,,3.92,,,630,580,1870,Scholar Alumni,,2017 Spring,2013,2013,0,1,1,0,0,Brown University,9,8,"BIOLOGICAL AND BIOMEDICAL SCIENCES.: Biology/Biological Sciences, General.",1,2017,4,8,Latin American and Caribbean Studies,Area Studies,0,3.3,3.5,3.67,,,,B.A.,,,
a017000001JTP4D,Male,1,0,0,0,0,0,81459,3,392,0,Harbor Teacher Preparation Academy,2012,,3.6,,,680,700,2080,Scholar Alumni,,2016 Spring,2012,,0,0,0,0,0,Brown University,9,8,ENGINEERING.: Biomedical/Medical Engineering.,1,2016,4,7,Biochemistry,Biology,1,3.4,2.83,2.67,3.3,,,B.S.,,,
a017000001JTPAF,Female,0,0,1,1,0,0,0,3,0,1,Lawndale High School,2014,,4,,,630,650,1930,Scholar Alumni,,2017 Spring,2014,,0,0,0,0,0,Brown University,9,8,HEALTH PROFESSIONS AND RELATED PROGRAMS.: Pre-Medicine/Pre-Medical Studies.,1,2018,4,7,Health and Human Biology,Biology,1,2.74,3,,,,,,,,
a017000001JTP4c,Female,0,1,0,0,0,0,23814,4,95,0,Dorsey Senior High School,2012,,4,,,520,520,1590,Scholar Alumni,,2016 Spring,2012,,0,0,0,0,0,Brown University,9,8,"BIOLOGICAL AND BIOMEDICAL SCIENCES.: Biology/Biological Sciences, General.",1,2016,4,8,Health and Humans Biology,Biology,1,3.05,3,2.8,2.66,,,B.A.,,,
a017000001JTPBY,Male,0,1,0,0,0,0,47660,5,162,1,El Rancho High School,2012,,2.3,,,710,660,2000,Scholar Alumni,Did Not Renew,2014 Spring,2012,,0,0,0,0,0,Brown University,9,8,ENGINEERING.: Biomedical/Medical Engineering.,1,2017,5,3,"Molecular, Cell, and Developmental Biology",Biology,1,1.57,2.33,2.2,0,,,,,,
a017000001JTOnY,Female,0,1,0,0,0,0,12384,6,37,1,Roybal Learning Center High School,2012,,4,,,610,580,1850,Scholar Alumni,,2017 Spring,2012,2012,0,1,1,0,0,Brown University,9,8,SOCIAL SCIENCES.: Political Science and Government.,0,2016,4,7,Accounting,Business,0,3.9,4,4,4,,,B.A.,,,
a017000001JTPBq,Male,0,1,0,0,0,0,57938,5,197,1,Lawndale High School,2013,,4,,,770,550,1960,Scholar Alumni,,2017 Fall,2013,,0,0,0,0,0,Brown University,9,8,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.: Public Policy Analysis.,0,2017 W,3.5,8,"American Studies, Leadership and Organizational Development",Business,0,3.6,3.5,3.333,,,,,,,
a017000001JTOnC,Female,1,0,0,0,0,0,165404,5,562,0,View Park Prepatory Accelerated Charter High School,2012,,4.2,,,640,600,1790,Scholar Alumni,,2016 Spring,2012,2012,0,1,1,0,0,Brown University,9,8,MATHEMATICS AND STATISTICS.: Mathematics.,1,2016,4,7,"Business, Entrepreneurship, Organizations ; Education",Business,0,3,2.74,3,2.3,,,B.A.,,"Employed, full-time",
a017000001Q8JIZ,Male,0,1,0,0,0,0,17236,3,83,1,International Studies Learning Center,2015,,4.261,1,65,700,770,2100,Current Scholar,,2019 Spring,2015,2015,0,1,1,0,0,Brown University,9,8,MATHEMATICS AND STATISTICS.: Mathematics.,1,2019 W,3.5,8,Computer Science.,Computer Science,1,2.91,,,,,,,,,
a017000001Q8JHW,Female,0,1,0,0,0,0,47289,5,161,1,Alliance Judy Ivie Burton Technology High School,2015,,4.24,2,138,610,610,1840,Current Scholar,Break/Suspension,2018 Fall,2015,2015,1,1,2,0,0,Brown University,9,8,SOCIAL SCIENCES.: International Relations and Affairs.,0,2019,4,6,Education,Education,0,3.4,,,,,,,,,
a017000001JTP4O,Female,0,1,0,0,0,0,9500,2,58,1,Benjamin Franklin High School,2012,,4.07,,,600,570,1860,Scholar Alumni,,2016 Spring,2012,,0,0,0,0,0,Brown University,9,8,UNDECLARED.: Undeclared.,0,2016,4,7,Education Studies; Ethnic Studies,Education,0,3.4,3,3.14,3.3,,,B.A.,No Student Loans,"Not employed, and not seeking employment",Yes
a017000001Q7mih,Male,0,0,0,1,0,0,17792,3,86,1,California Academy Of Mathematics And Science,2015,,4.28,n/a,161,680,750,2190,Scholar Alumni,,2019 Spring,2015,,1,0,1,0,0,Brown University,9,8,ENGINEERING.: Biomedical/Medical Engineering.,1,2019,4,9,Biomedical Engineering,Engineering,1,3.53,,,,,,B.S.,No Student Loans,,
a013900001WTWso,Female,0,1,0,0,0,0,7020,4,28,1,Alliance Judy Ivie Burton Technology High School,2016,3.85,4.22,2,130,630,620,1810,Current Scholar,,2019 Fall,2016,,1,0,1,0,0,Brown University,9,8,ENGINEERING.: Civil Engineering.,1,2020,4,6,Mechanical Engineering.,Engineering,1,3,,,,,,,,,
a017000001JTP4l,Female,0,1,0,0,0,0,33271,5,113,1,South Gate Senior High School,2012,,4,,,580,510,1630,Scholar Alumni,,2016 Spring,2012,,0,0,0,0,0,Brown University,9,8,HEALTH PROFESSIONS AND RELATED PROGRAMS.: Public Health.,0,2016,4,8,Public Health,Health Professions,0,3.96,4,3.9,4,0,,B.A.,No Student Loans,"Not employed, but seeking employment",Yes
a017000001JTPF0,Male,0,0,1,1,0,0,92427,6,274,0,Harbor Teacher Preparation Academy,2014,,3.95,,,620,590,1840,Scholar Alumni,,2018 Spring,2014,2014,1,1,2,1,0,Brown University,9,8,UNDECLARED.: Undeclared.,0,2018,4,7,Public Health,Health Professions,0,3.54,,,,,,,,,
a017000001JTOoq,Female,0,1,0,0,0,0,41091,5,140,1,Oscar de la Hoya Animo Charter High School,2014,,3.98,,,610,510,1690,Scholar Alumni,,2018 Spring,2014,2014,0,1,1,0,0,Brown University,9,8,HEALTH PROFESSIONS AND RELATED PROGRAMS.: Public Health.,0,2018,4,8,Public Health,Health Professions,0,3.2,3.33,,,,,,,,
a017000001JTP5G,Female,0,1,0,0,0,0,14149,7,37,1,Camino Nuevo No.2,2012,,4,,,500,460,1510,Scholar Alumni,,2016 Fall,2012,,0,0,0,0,0,Brown University,9,8,HEALTH PROFESSIONS AND RELATED PROGRAMS.: Pre-Medicine/Pre-Medical Studies.,1,2016 W,3.5,11,Public Health; Science and Society,Health Professions,0,2.77,3,2.5,2.5,,,B.A.,,,
a013900001WSyTp,Female,0,1,0,0,0,0,8110,3,39,1,Sacred Heart High School,2016,3.7,3.83,7,41,650,630,1980,Current Scholar,,2019 Fall,2016,,0,0,0,0,0,Brown University,9,8,EDUCATION.: Secondary Education and Teaching.,0,2020,4,6,History,History,0,3.9,,,,,,,,,
a013900001UjqQF,Male,0,1,0,0,0,0,1722,10,3,1,Camino Nuevo No.2,2016,4,4.15,,115,610,550,1750,Current Scholar,,2019 Fall,2016,,0,0,0,0,0,Brown University,9,8,MATHEMATICS AND STATISTICS.: Mathematics.,1,2020,4,6,Applied Mathematics.,Math and Stats,1,2.9,,,,,,,,,
a017000001JTOnS,Female,0,1,0,0,0,0,46370,5,158,0,Dr. Olga Mohan High School,2012,,4.18,,,630,720,2060,Scholar Alumni,,2016 Spring,2012,2012,0,1,1,0,0,Brown University,9,8,ENGLISH LANGUAGE AND LITERATURE/LETTERS.: English Language and Literature.,0,2016,4,9,Biology,Multi/Interdisciplinary Studies,1,3.8,3.222,3,,,,B.A.,"Less than 5,000","Not employed, but seeking employment",Eventually
a013900001WTWj8,Female,0,1,0,0,0,0,41072,8,97,1,Dr. Olga Mohan High School,2016,4,4.42,2,105,590,620,1890,Current Scholar,,2019 Fall,2016,2016,1,1,2,0,0,Brown University,9,8,SOCIAL SCIENCES.: Political Science and Government.,0,2020,4,6,Cognitive Science.,Multi/Interdisciplinary Studies,0,3.7,,,,,,,,,
a017000001JTP57,Female,0,0,1,1,0,0,23400,4,93,1,King Drew Magnet High School Of Medicine & Science,2012,,4.3,,,570,650,1810,Scholar Alumni,,2016 Spring,2012,,0,0,0,0,0,Brown University,9,8,SOCIAL SCIENCES.: Anthropology.,0,2016,4,9,Science and Society,Multi/Interdisciplinary Studies,0,3.5,3.66,3.375,4,,,B.A.,No Student Loans,"Not employed, and not seeking employment",Yes
a013900001Ybe6K,Female,0,1,0,0,0,0,36328,5,123,1,Downtown Magnets High School,2017,3.976,4.276,1,250,650,590,1240,Current Scholar,,2019 Fall,2017,2017,0,1,1,0,0,Brown University,9,8,PHYSICAL SCIENCES.: Other,1,2021,4,4,Environmental Science.,Natural Resources and Conservation,1,3.77,,,,,,,,,
a017000001Q8JHH,Female,0,1,0,0,0,0,13960,5,47,1,Benjamin Franklin High School,2015,,4.379,3,381,700,640,2060,Current Scholar,,2019 Spring,2015,2015,0,1,1,0,0,Brown University,9,8,PSYCHOLOGY.: Psychology.,0,2019,4,7,Education,Public Administration and Social Services,0,3.63,,,,,,,,,
a013900001XRah0,Female,0,1,0,0,0,0,44022,5,150,1,Alliance Marc and Eva Stern Math and Science School,2017,3.85,4.29,2,149,700,720,1420,Current Scholar,,2019 Fall,2017,,1,0,1,0,0,Brown University,9,8,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.: Public Policy Analysis.,0,2021,4,4,Education Studies,Public Administration and Social Services,0,4,,,,,,,,,
a013900001UjqPR,Male,0,1,0,0,0,0,97730,5,332,1,Dr. Olga Mohan High School,2016,3.87,4.32,6,105,680,580,1980,Current Scholar,,2019 Fall,2016,2016,0,1,1,0,0,Brown University,9,8,ARCHITECTURE AND RELATED SERVICES.: Architecture.,0,2020,4,6,Public Policy Analysis.,Public Administration and Social Services,0,3.05,,,,,,,,,
a017000001Q8JGs,Male,0,1,0,0,1,0,16601,3,80,1,Alexander Hamilton High School Complex,2015,,4.176,16,625,660,760,2110,Current Scholar,,2019 Spring,2015,2015,0,1,1,0,0,Brown University,9,8,SOCIAL SCIENCES.: International Relations and Affairs.,0,2019,4,7,"Art History, Criticism and Conservation.",Visual and Performing Arts,0,3.87,,,,,,,,,
a017000001JTPAo,Female,0,1,0,0,0,0,49909,4,199,1,Alliance Environmental Science and Technology,2013,,4.21,,,590,630,1830,Scholar Alumni,,2017 Fall,2013,,0,0,0,0,0,Brown University,9,8,"BIOLOGICAL AND BIOMEDICAL SCIENCES.: Biology/Biological Sciences, General.",1,2018,5,8,Theatre Arts and Performance Studies (Writing for Performance focus),Visual and Performing Arts,0,2.99,3,3.2,,,,,,,
a013900001cC82n,Male,1,0,0,0,0,0,47237,3,227,0,Riverbend High School,2019,3.93,4.19,16,472,790,750,1540,Current Scholar,,2019 Fall,2019,2018,1,0,1,0,0,Brown University,9,8,,0,,,,,,,,,,,,,,,,
a013900001cA7ay,Female,0,0,1,1,0,0,18240,3,88,1,Boston Latin Academy,2019,4,4.37,,,,,,Current Scholar,Summer Academy,2019 Fall,2019,2018,1,1,2,0,0,Brown University,9,8,BIOLOGICAL AND BIOMEDICAL SCIENCES.,1,,,,,,,,,,,,,,,,
a017000001JTPBF,Female,1,0,0,0,0,0,84000,4,335,0,King Drew Magnet High School Of Medicine & Science,2013,,4,,,570,550,1740,Scholar Alumni,,2017 Fall,2013,,0,0,0,0,0,University of Pennsylvania,7,7,SOCIAL SCIENCES.: Political Science and Government.,0,2017,4,7,Ecology and Evolutionary Biology,Biology,1,3.42,0,3.71,,,,B.A.,,,
a017000001JTP4P,Male,0,1,0,0,0,0,6332,3,30,1,Narbonne High School,2012,,3.96,,,640,620,1920,Scholar Alumni,,2016 Spring,2012,,0,0,0,0,0,University of Pennsylvania,7,7,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.: Business Economics",0,2016,4,8,Accounting,Business,0,3.21,2.97,3.02,,,,B.S.,,,
a013900001YJJwz,Female,0,1,0,0,1,0,66770,5,227,1,Lawndale High School,2018,3.892,4.514,7,561,660,610,1270,Current Scholar,,2019 Fall,2018,2017,1,0,1,0,0,University of Pennsylvania,7,7,HEALTH PROFESSIONS AND RELATED PROGRAMS.: Nursing Practice.,1,2022,4,2,Emergency Room/Trauma Nursing.,Health Professions,1,3.2,,,,,,,,,
a013900001ZFyDw,Female,0,0,0,1,0,0,11836,4,47,1,Franscisco Bravo Medical  Magnet High School,2017,4,4.35,1,425,730,660,1390,Current Scholar,,2019 Fall,2017,,0,0,0,0,0,University of Pennsylvania,7,7,BIOLOGICAL AND BIOMEDICAL SCIENCES.: Cell/Cellular Biology and Anatomical Sciences.,1,2022,5,4,Nursing,Health Professions,1,3.46,,,,,,,,,
a013900001c2j9W,Female,1,0,0,0,0,0,98000,5,333,1,Boston Latin Academy,2016,3.6,3.96,,300,660,700,2070,Current Scholar,,2019 Fall,2016,2016,1,1,2,0,0,University of Pennsylvania,7,7,HEALTH PROFESSIONS AND RELATED PROGRAMS.: Public Health.,0,2020,4,6,History and Sociology of Science,History,0,3.11,,,,,,,,,
a013900001YKG5Y,Male,0,1,0,0,0,0,29512,4,118,0,Cathedral High School,2018,3.81,4.24,5,184,680,700,1380,Current Scholar,,2019 Fall,2018,2017,1,0,1,0,0,University of Pennsylvania,7,7,MULTI/INTERDISCIPLINARY STUDIES.: Cognitive Science,1,2022,4,2,Cognitive Science.,Multi/Interdisciplinary Studies,1,3.2,,,,,,,,,
a017000001JTOno,Female,0,1,0,0,0,0,11000,4,44,1,Roybal Learning Center High School,2013,,4.04,,,620,660,1920,Scholar Alumni,,2016 Spring,2013,2013,0,1,1,0,0,University of Pennsylvania,7,7,SOCIAL SCIENCES.: Economics.,0,2017,4,8,Environmental Studies,Natural Resources and Conservation,0,3.2,2.93,3.6,,,,B.A.,No Student Loans,,
a017000001Q8JIy,Female,0,1,0,0,0,0,10295,4,41,1,Camino Nuevo No.2,2015,,4.17,n/a,118,720,630,2140,Scholar Alumni,,2019 Spring,2015,,1,0,1,0,0,University of Pennsylvania,7,7,BIOLOGICAL AND BIOMEDICAL SCIENCES.: Neuroscience.,1,2019,4,8,Psychology,Psychology,0,0,,,,,,B.A.,"Less than 5,000",,
a017000001Q8JKa,Female,0,0,0,1,0,0,44660,3,215,1,Downtown Magnets High School,2015,,4.417,12,217,670,650,2010,Current Scholar,,2019 Spring,2015,2015,0,1,1,0,0,University of Pennsylvania,7,7,UNDECLARED.: Undeclared.,0,2019,4,7,Political Economy.,Social Sciences,0,2.98,,,,,,,,,
a017000001Q8JBx,Female,0,1,0,0,0,1,37206,3,179,1,Lawndale High School,2015,,4.631,2,611,640,610,1900,Scholar Alumni,,2019 Spring,2015,2015,1,1,2,0,0,University of Pennsylvania,7,7,SOCIAL SCIENCES.: Political Science and Government.,0,2019,4,7,Political Science,Social Sciences,0,3.7,,,,,,B.A.,No Student Loans,,
a013900001YxGWp,Female,0,1,0,0,0,1,11553,4,46,1,Alexander Hamilton High School Complex,2017,3.783,4.092,41,605,640,670,1310,Current Scholar,,2019 Fall,2017,,0,0,0,0,0,University of Pennsylvania,7,7,LEGAL PROFESSIONS AND STUDIES.: Other,0,2021,4,4,Urban Studies,Social Sciences,0,3.71,,,,,,,,,
a013900001WSyWZ,Female,0,1,0,0,0,0,30329,5,103,1,Venice High School,2016,3.974,4.667,10,475,690,580,1870,Current Scholar,Did Not Renew,2017 Spring,2016,,1,0,1,0,0,University of Pennsylvania,7,7,UNDECLARED.: Undeclared.,0,2020,4,1,Undeclared,Undeclared,0,2.43,,,,,,,,,
a013900001cVXeZ,Female,1,0,0,0,0,1,59956,5,204,1,Freedom High School,2019,4,5,4,513,,,,Current Scholar,,2019 Fall,2019,2018,1,0,1,0,0,University of Pennsylvania,7,7,SOCIAL SCIENCES.,0,,,,,,,,,,,,,,,,
a013900001cTufg,Female,0,0,1,1,0,0,24000,3,115,1,Saint Thomas Aquinas High School,2019,4,5,,67,740,750,1490,Current Scholar,,2019 Fall,2019,2018,1,0,1,0,0,University of Pennsylvania,7,7,,0,,,,,,,,,,,,,,,,
a017000001QDC3A,Female,0,0,0,1,0,0,19200,4,76,1,William Howard Taft High School,2015,,3.79,8,547,800,730,2230,Scholar Alumni,,2019 Spring,2015,,1,0,1,0,0,California Institute of Technology,6,6,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.: Computer Science.,1,2019,4,10,Computer Science,Computer Science,1,4,,,,,,B.S.,No Student Loans,,
a017000001JTPAC,Female,0,0,1,1,0,0,13440,5,46,1,Downtown Magnets High School,2014,,4,,,680,580,1980,Scholar Alumni,,,2014,,0,0,0,0,0,Princeton University,4,5,BIOLOGICAL AND BIOMEDICAL SCIENCES.: Molecular Biology.,1,2018,4,11,Molecular Biology,Biology,1,2.91,,,,,,,,,
a017000001JTP4n,Female,0,0,1,1,0,0,19000,5,65,1,Woodrow Wilson High School,2012,,4.5,,,760,650,2180,Scholar Alumni,,2016 Fall,2012,,0,0,0,0,0,Princeton University,4,5,ENGINEERING.: Chemical Engineering.,1,2017,5,10,"Business, Organizations, and Society",Business,0,2.6,3.3,2.881,,,,B.Eng.,,,
a013900001YbJ7N,Male,1,0,0,0,0,0,112151,6,332,1,King Drew Magnet High School Of Medicine & Science,2017,3.913,4.363,2,331,760,720,1480,Current Scholar,,2019 Fall,2017,2017,0,1,1,0,1,Princeton University,4,5,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.: Computer Science.,1,2021,4,4,Computer Science.,Computer Science,1,3.36,,,,,,,,,
a017000001JTP4q,Female,0,0,0,0,0,0,20669,4,82,0,Franscisco Bravo Medical  Magnet High School,2012,,3.9,,,720,700,2090,Scholar Alumni,,2016 Spring,2012,,0,0,0,0,0,Princeton University,4,5,HEALTH PROFESSIONS AND RELATED PROGRAMS.: Pharmaceutical Sciences.,1,2016,4,10,Mechanical Engineering,Engineering,1,2.6,2.73,2.74,2.6,,,B.A.,"Less than 5,000","Not employed, but seeking employment",Eventually
a017000001PaS6N,Male,0,1,0,0,0,0,18245,6,54,1,Downtown Magnets High School,2015,,4.33,6,237,660,580,1960,Scholar Alumni,,2019 Spring,2015,2015,0,1,1,0,0,Princeton University,4,5,SOCIAL SCIENCES.: Sociology.,0,2019,4,7,Economics,Social Sciences,0,3.26,,,,,,B.A.,No Student Loans,,
a013900001WSyTL,Male,0,0,0,1,0,0,7366,4,29,1,Loyola High School,2016,4,4.55,8,309,780,670,2150,Current Scholar,,2019 Fall,2016,,0,0,0,0,0,Princeton University,4,5,ENGINEERING.: Engineering.,1,2020,4,6,Economics.,Social Sciences,0,3.35,,,,,,,,,
a013900001WSyS8,Male,0,0,0,1,0,0,16000,4,64,1,William Howard Taft High School,2016,3.878,4.303,6,463,,,,Current Scholar,,2019 Fall,2016,,1,0,1,0,0,Princeton University,4,5,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.: Business Economics",0,2020,4,7,International Relations and Affairs.,Social Sciences,0,3.65,,,,,,,,,
a017000001JTP43,Male,0,1,0,0,0,0,67000,6,199,1,Theodore Roosevelt High School,2012,,3.97,,,700,530,1870,Scholar Alumni,Did Not Renew,2015 Spring,2012,,0,0,0,0,0,Princeton University,4,5,ENGINEERING.: Engineering.,1,2018,6,7,Politics,Social Sciences,0,2.47,2.61,0,,,,,,,
a017000001P6W56,Female,0,1,0,0,0,0,16324,5,55,1,William Howard Taft High School,2014,,4,,,720,750,2230,Scholar Alumni,,2018 Spring,2014,,1,0,1,0,0,Princeton University,4,5,UNDECLARED.: Undeclared.,0,2018,4,8,Politics,Social Sciences,0,3.05,,,,,,,,,
a017000001JTP41,Female,0,1,0,0,0,0,10085,6,30,1,Downtown Magnets High School,2012,,4,,,650,680,1990,Scholar Alumni,,2016 Spring,2012,,0,0,0,0,0,Princeton University,4,5,SOCIAL SCIENCES.: Political Science and Government.,0,2016,4,8,Sociology,Social Sciences,0,3.83,3.628,3.77,3.9,,,B.A.,,,
a013900001cTuEt,Female,1,0,0,0,0,0,15483,7,41,1,The Brooklyn Latin School,2019,3.7,4.7,,200,,,,Current Scholar,,2019 Fall,2019,2018,1,0,1,0,0,Princeton University,4,5,,0,,,,,,,,,,,,,,,,
a013900001YxFN7,Female,0,1,0,0,0,0,39726,5,135,1,Marlborough High School,2017,3.91,4.5,,,,,,Current Scholar,,2019 Fall,2017,2017,0,1,1,0,1,Massachusetts Institute of Technology,5,4,"ENGINEERING.: Aerospace, Aeronautical and Astronautical Engineering.",1,2022,5,2,"Business Administration, Management and Operations.",Business,0,3.9,,,,,,,,,
